iso_code;year;nodf_drought;nodf_earthquakes;nodf_volcanic_activity;nodf_floods;nodf_storms;nodf_landslides;nodf_wildfires;nodf_extreme_temperatures
GAB;2020;0;0;0;0;0;0;0;0
GMB;1950;0;0;0;0;0;0;0;0
GMB;1960;0;0;0;0;0;0;0;0
GMB;1970;0;0;0;0;0;0;0;0
GMB;1980;0;0;0;0;0;0;0;0
GMB;1990;0;0;0;5.3;0;0;0;0
GMB;2000;0;0;0;0.6;0.5;0;0;0
GMB;2010;0;0;0;1.7;0.4;0;0;0
GMB;2020;0;0;0;2;3.33;0;0;0
GEO;1950;0;0;0;0;0;0;0;0
GEO;1960;0;0;0;0;0;0;0;0
GEO;1970;0;0;0;0;0;0;0;0
GEO;1980;0;0;0;0;0;0;0;0
GEO;1990;0;0.9;0;0.8;0;0;0;0
GEO;2000;0;0.6;0;0.1;0;0;0;0
GEO;2010;0;0;0;5.2;0;0;0;0
GEO;2020;0;0;0;0;0;0;0;0
DEU;1950;0;0;0;0;0;0;0;0
DEU;1960;0;0;0;0;0;0;0;0
DEU;1970;0;0;0;0;0;0;0;0
DEU;1980;0;0;0;0;0;0;0;0
DEU;1990;0;0.1;0;1.4;10.7;0.5;0;3
DEU;2000;0;0;0;2.9;8.5;0;0;938.3
DEU;2010;0;0;0;1.8;3;0;0;1.1
DEU;2020;0;0;0;65.67;2.67;0;0;0
GHA;1950;0;0;0;0;0;0;0;0
GHA;1960;0;0;0;0;0;0;0;0
GHA;1970;0;0;0;0;0;0;0;0
GHA;1980;0;0;0;0.7;0;0;0.4;0
GHA;1990;0;0;0;20.2;0;0;0;0
GHA;2000;0;0;0;11.2;0;0;0;0
GHA;2010;0;0;0;18.9;2;0;0;0
GHA;2020;0;0;0;5.33;0;0;0;0
GRC;1950;0;59.3;0;0;0;0;0;0
GRC;1960;0;10;0;0;4.3;0;0;0
GRC;1970;0;5;0;4.2;0;0;0;0
GRC;1980;0;4.5;0;0;4.8;0;1.5;107.6
GRC;1990;0;19.7;0;2.6;0.3;0;1.4;0.5
GRC;2000;0;0.2;0;1.5;0.5;0;7.7;4.3
GRC;2010;0;0.6;0;3.2;0.7;0;10;0.5
GRC;2020;0;1;0;2.67;0;0;0.67;0
GRD;1950;0;0;0;0;0;0;0;0
GRD;1960;0;0;0;0;0.6;0;0;0
GRD;1970;0;0;0;0;0;0;0;0
GRD;1980;0;0;0;0;0;0;0;0
GRD;1990;0;0;0;0;0;0;0;0
GRD;2000;0;0;0;0;3.9;0;0;0
GRD;2010;0;0;0;0;0;0;0;0
GRD;2020;0;0;0;0;0;0;0;0
GLP;1950;0;0;0;0;0;0;0;0
GLP;1960;0;0;0;0;3.9;0;0;0
GLP;1970;0;0;0;0;0;0;0;0
GLP;1980;0;0;0;0;0.5;0;0;0
GLP;1990;0;0;0;0;0.4;0;0;0
GLP;2000;0;0.1;0;0;0;0;0;0
GLP;2010;0;0;0;0;0.4;0;0;0
GLP;2020;0;0;0;0;0.33;0;0;0
GUM;1950;0;0;0;0;0;0;0;0
GUM;1960;0;0;0;0;0.6;0;0;0
GUM;1970;0;0;0;0;0.9;0;0;0
GUM;1980;0;0;0;0;0;0;0;0
GUM;1990;0;0;0;0;0.1;0;0;0
GUM;2000;0;0;0;0;0.2;0;0;0
GUM;2010;0;0;0;0;0;0;0;0
GUM;2020;0;0;0;0;0;0;0;0
GTM;1950;0;0;0;0;0;0;0;0
GTM;1960;0;0;0;0;26.9;0;0;0
GTM;1970;0;2300;0;0.5;0;0;0;0
GTM;1980;0;0.5;0;71.4;0;0;0;0
GTM;1990;0;1.6;0;5.3;38.4;5.1;0;0
GTM;2000;4.1;0.6;0;7.7;154;18.7;0;0.6
GTM;2010;0;4.9;46.1;7;19.6;44;0;0
GTM;2020;0;1;0;15.67;56;0;0;0
GIN;1950;0;0;0;0;0;0;0;0
GIN;1960;0;0;0;0;0;0;0;0
GIN;1970;0;0;0;0;0;0;0;0
GIN;1980;0;44.3;0;0;0;0;0;0
GIN;1990;1.2;0;0;0;0;0;0;0
GIN;2000;0;0;0;1.1;0.4;0;0;0
GIN;2010;0;0;0;1.7;0;0.7;0;0
GIN;2020;0;0;0;1.67;0;0;0;0
GNB;1950;0;0;0;0;0;0;0;0
GNB;1960;0;0;0;0;0;0;0;0
GNB;1970;0;0;0;0;0;0;0;0
GNB;1980;0;0;0;0;0.1;0;0;0
GNB;1990;0;0;0;0;0;0;0.3;0
GNB;2000;0;0;0;0.3;0;0;0;0
GNB;2010;0;0;0;0.2;0.3;0;0;0
GNB;2020;0;0;0;0;0;0;0;0
GUY;1950;0;0;0;0;0;0;0;0
GUY;1960;0;0;0;0;0;0;0;0
GUY;1970;0;0;0;0;0;0;0;0
GUY;1980;0;0;0;0;0;0;0;0
GUY;1990;0;0;0;0;0;0;0;0
GUY;2000;0;0;0;3.4;0;0;0;0
GUY;2010;0;0;0;0;0;0;0;0
GUY;2020;0;0;0;0;0;0;0;0
HTI;1950;0;0.6;0;5;41;26.2;0;0
HTI;1960;0;0;0;52.6;558;0;0;0
HTI;1970;0;0;0;7.8;0.8;0;0;0
HTI;1980;0;0;0;20.8;27.4;0;0;0
HTI;1990;0;0;0;4.4;137.8;0;0;0
HTI;2000;0;0;0;291;366.3;0;0;0
HTI;2010;0;22258.7;0;24.4;67.3;0;0;0
HTI;2020;0;859;0;4.67;13;0;0;0
HND;1950;0;0;0;0;0;0;0;0
HND;1960;0;0;0;0;27.5;0;0;0
HND;1970;0;0;0;2.1;800;280;0;0
HND;1980;0;0;0;1.9;13;0;0;0
HND;1990;0;0;0;62.4;1461.9;0;0;0
HND;2000;0;0.7;0;10.6;7.5;0;0;0
HND;2010;0;0;0;18.9;2.6;0;0;0
HND;2020;0;0;0;4;44.67;0;0;0
HKG;1950;0;0;0;0;5.1;0;0;0
HKG;1960;0;0;0;8;32.5;8.6;0;0
HKG;1970;0;0;0;14.1;18;10;0;0
HKG;1980;0;0;0;0.5;4.5;2.5;0;1
HKG;1990;0;0;0;8.6;3.4;0.1;0;0
HKG;2000;0;0;0;0;0.6;0;0;0
HKG;2010;0;0;0;0;0.1;0;0;0
HKG;2020;0;0;0;0;0.67;0;0;0
HUN;1950;0;0;0;0;0;0;0;0
HUN;1960;0;0;0;0;0;0;0;0
HUN;1970;0;0;0;30;0;0;0;0
HUN;1980;0;0;0;0;0.4;0;0;0
HUN;1990;0;0;0;0.8;4;0;0;0
HUN;2000;0;0;0;0.1;1.6;0;0;64.6
HUN;2010;0;0;0;0.1;0;0;0;19.5
HUN;2020;0;0;0;0;0;0;0;0
ISL;1950;0;0;0;0;0;0;0;0
ISL;1960;0;0;0;0;0;0;0;0
ISL;1970;0;0.1;0;0;0;1.2;0;0
ISL;1980;0;0;0;0;0;0.4;0;0
ISL;1990;0;0;0;0;0;3.4;0;0
ISL;2000;0;0;0;0;0;0;0;0
ISL;2010;0;0;0;0;0;0;0;0
ISL;2020;0;0;0;0;0;0;0;0
IND;1950;0;161.3;0;118.8;296;10.9;0;105.1
IND;1960;150000;19.2;0;1069.8;265.2;100;0;50
IND;1970;0;7.3;0;838.3;2635;33.6;0;81.1
IND;1980;30;42.1;0;1235.1;390.9;91.6;0;212.4
IND;1990;0;1139.1;0;1323.1;1809.1;122.3;0.6;403.9
IND;2000;2;3770.5;0;1366.6;100.8;66.4;0;501.9
IND;2010;0;22.1;0;1393.6;273.5;28.7;2.4;443.1
IND;2020;0;0.67;0;1919.67;130;75.33;0;8.33
IDN;1950;0;2.4;133.7;11.4;30;40.5;0;0
IDN;1960;800;47.4;277.8;34.8;0;0;0;0
IDN;1970;6.3;195.2;29.7;50.1;168.6;2.3;0;0
IDN;1980;59.4;58;22.9;132.6;0.2;44.5;0;0
IDN;1990;67.2;332.1;13.3;79.3;0;22;30;0
IDN;2000;0;17492.1;0.2;279;0.4;102.6;0;0
IDN;2010;1.1;551.2;81.8;122.8;3.2;55.8;1.9;0
IDN;2020;0;45.67;17.33;101.33;75.33;14.33;0;0
IRN;1950;0;708.6;0;413.1;0;0;0;15.8
IRN;1960;0;2334.8;0;9.2;0;0;0;0
IRN;1970;0;3197.3;0;0;7.4;4.3;0;0
IRN;1980;0;338.8;0;153.4;20;0;0;0
IRN;1990;0;4287.5;0;126.6;3.1;5.3;0;0
IRN;2000;0;2775.7;0;74.4;4.3;2;0;0
IRN;2010;0;82.7;0;24.1;0.4;0;0;0
IRN;2020;0;2.67;0;51.67;4;4;0;0
IRQ;1950;0;0;0;0;0;0;0;0
IRQ;1960;0;0;0;0;0;0;0;0
IRQ;1970;0;0;0;0;0;0;0;0
IRQ;1980;0;0;0;0;0;0;0;0
IRQ;1990;0;2;0;0;0;0;0;0
IRQ;2000;0;0;0;2.6;0;0;0;0
IRQ;2010;0;1;0;11;0;0;0;0
IRQ;2020;0;0;0;8;0.33;0;0;0
IRL;1950;0;0;0;0;0;0;0;0
IRL;1960;0;0;0;0;0;0;0;0
IRL;1970;0;0;0;0;0;0;0;0
IRL;1980;0;0;0;0;2.1;0;0;0
IRL;1990;0;0;0;0.3;1.4;0;0;0
IRL;2000;0;0;0;0;0.1;0;0;0
IRL;2010;0;0;0;0.2;0.4;0;0;0
IRL;2020;0;0;0;0;0.33;0;0;0
IMN;1950;0;0;0;0;0;0;0;0
IMN;1960;0;0;0;0;0;0;0;0
IMN;1970;0;0;0;0;0;0;0;0
IMN;1980;0;0;0;0;0;0;0;0
IMN;1990;0;0;0;0;0;0;0;0
IMN;2000;0;0;0;0;0;0;0;0
IMN;2010;0;0;0;0;0;0;0;0
IMN;2020;0;0;0;0;0;0;0;0
ISR;1950;0;0;0;0;0;0;0;0
ISR;1960;0;0;0;0;0;0;0;0
ISR;1970;0;0;0;0;0;2;0;0
ISR;1980;0;0;0;0;0;0;0;0
ISR;1990;0;0;0;1.5;0.5;0;0;0
ISR;2000;0;0;0;0;0.3;0;0;0
ISR;2010;0;0;0;1.4;0.4;0;4.4;0
ISR;2020;0;0;0;2.33;0;0;0;0
ITA;1950;0;0;0;26.3;0;29.7;0;0
ITA;1960;0;24;0;19.7;3.7;192.9;0;0
ITA;1970;0;98;0.9;6;7.4;1.2;0;0
ITA;1980;0;470.8;0;33.1;3.3;5.7;0.7;0
ITA;1990;0;3.5;0;8.7;3.9;16.1;0.1;1
ITA;2000;0;32.7;0;9.7;0.6;0.4;1.3;2010.4
ITA;2010;0;35.2;0;6.6;3.8;0.3;0;5.9
ITA;2020;0;0;0;2;4.33;1;0;0
JAM;1950;0;0;0;0;15.4;0;0;0
JAM;1960;0;0;0;0;1.1;0;0;0
JAM;1970;0;0;0;4.4;0.6;0;0;0
JAM;1980;0;0;0;6.3;6.2;0;0;0
JAM;1990;0;0;0;2.4;0.4;0;0;0
JAM;2000;0;0;0;1;4.5;0;0;0
JAM;2010;0;0;0;0;1.6;0;0;0
JAM;2020;0;0;0;0;0;0;0;0
JPN;1950;0;3.3;2.9;543.3;1184.3;11.3;0;0
JPN;1960;0;22;0;119.5;150.3;10.8;0;0
JPN;1970;0;8.3;0.3;49.4;91.6;12.7;0;0
JPN;1980;0;23.7;0;41.6;65.2;29.2;0;0
JPN;1990;0;554.5;4.4;10.3;35.1;11.8;0;0
JPN;2000;0;8.1;0;11.3;44.6;4.4;0;13.5
JPN;2010;0;1995.2;6.3;37.5;58.9;8.2;0;91.3
JPN;2020;0;1.33;0;31.33;10.67;8.67;0;9
JOR;1950;0;0;0;0;0;0;0;0
JOR;1960;0;0;0;29.2;0;0;0;0
JOR;1970;0;0;0;0;0;0;0;0
JOR;1980;0;0;0;0.9;0;0;0;0
JOR;1990;0;0;0;1;0.2;0;0;1.5
JOR;2000;0;0;0;0;1.4;0;0;0
JOR;2010;0;0;0;3.4;0;0;0;0
JOR;2020;0;0;0;0;0;0;0;0
KAZ;1950;0;0;0;0;0;0;0;0
KAZ;1960;0;0;0;0;0;0;0;0
KAZ;1970;0;0;0;0;0;0;0;0
KAZ;1980;0;0;0;0;0;0;0;0
KAZ;1990;0;0;0;1;11.2;0;0;0
KAZ;2000;0;0.3;0;0.1;0;4.8;0;0.3
KAZ;2010;0;0;0;5.3;0;0;0;0
KAZ;2020;0;0;0;0;0;0;0;0
KEN;1950;0;0;0;0;0;0;0;0
KEN;1960;0;0;0;0;0;0;0;0
KEN;1970;0;0;0;10;0;0;0;0
KEN;1980;0;0;0;7.5;5;0;0;0
KEN;1990;8.5;0;0;17;0;0;0;0
KEN;2000;11.1;0.1;0;55.1;0;4.6;0;0
KEN;2010;0;0;0;85.8;0;10.7;0;0
KEN;2020;0;0;0;98;0;0;0;0
KIR;1950;0;0;0;0;0;0;0;0
KIR;1960;0;0;0;0;0;0;0;0
KIR;1970;0;0;0;0;0.3;0;0;0
KIR;1980;0;0;0;0;0;0;0;0
KIR;1990;0;0;0;0;0;0;0;0
KIR;2000;0;0;0;0;0;0;0;0
KIR;2010;0;0;0;0;0;0;0;0
KIR;2020;0;0;0;0;0;0;0;0
KWT;1950;0;0;0;0;0;0;0;0
KWT;1960;0;0;0;0;0;0;0;0
KWT;1970;0;0;0;0;0;0;0;0
KWT;1980;0;0;0;0;0;0;0;0
KWT;1990;0;0;0;0.2;0;0;0;0
KWT;2000;0;0;0;0;0;0;0;0
KWT;2010;0;0;0;0.1;0;0;0;0
KWT;2020;0;0;0;0;0;0;0;0
KGZ;1950;0;0;0;0;0;0;0;0
KGZ;1960;0;0;0;0;0;0;0;0
KGZ;1970;0;0;0;0;0;0;0;0
KGZ;1980;0;0;0;0;0;0;0;0
KGZ;1990;0;5.8;0;0.1;0;16.2;0;0
KGZ;2000;0;7.4;0;0.3;0.4;8.7;0;1.1
KGZ;2010;0;0;0;0;0;2.4;0;1.6
KGZ;2020;0;0;0;0;0;5;0;0
LAO;1950;0;0;0;0;0;0;0;0
LAO;1960;0;0;0;30.2;0;0;0;0
LAO;1970;0;0;0;4.5;0;0;0;0
LAO;1980;0;0;0;1.4;0;0;0;0
LAO;1990;0;0;0;4;5.6;0;0;0
LAO;2000;0;0;0;3.3;1.6;0;0;0
LAO;2010;0;0;0;23.5;0;0;0;0
LAO;2020;0;0;0;0.33;0.67;0;0;0
LVA;1950;0;0;0;0;0;0;0;0
LVA;1960;0;0;0;0;0;0;0;0
LVA;1970;0;0;0;0;0;0;0;0
LVA;1980;0;0;0;0;0;0;0;0
LVA;1990;0;0;0;0;0.6;0;0;0
LVA;2000;0;0;0;0;0;0;0;7.6
LVA;2010;0;0;0;0;0;0;0;1
LVA;2020;0;0;0;0;0;0;0;0
LBN;1950;0;13.6;0;44;0;0;0;0
LBN;1960;0;0;0;0;0;0;0;0
LBN;1970;0;0;0;0;0;0;0;0
LBN;1980;0;0;0;0;0;0;0;0
LBN;1990;0;0;0;0;2.5;0;0;0
LBN;2000;0;0;0;0;0;0;0.1;0
LBN;2010;0;0;0;0;2.3;0;0;0
LBN;2020;0;0;0;0;0;0;0;0
LSO;1950;0;0;0;0;0;0;0;0
LSO;1960;0;0;0;0;0;0;0;0
LSO;1970;0;0;0;0;0;0;0;0
LSO;1980;0;0;0;1.8;0;0;0;0
LSO;1990;0;0;0;2.2;0;0;0;0
LSO;2000;0;0;0;0;0.1;0;0;0
LSO;2010;0;0;0;2.6;0;0;0;0
LSO;2020;0;0;0;0;0;0;0;0
LBR;1950;0;0;0;0;0;0;0;0
LBR;1960;0;0;0;0;0;0;0;0
LBR;1970;0;0;0;0;0;0;0;0
LBR;1980;0;0;0;0;0;0;0;0
LBR;1990;0;0;0;1;0;0;0;0
LBR;2000;0;0;0;0.3;0;0;0;0
LBR;2010;0;0;0;0.1;0;0;0;0
LBR;2020;0;0;0;0;0;0;0;0
LBY;1950;0;0;0;0;0;0;0;0
LBY;1960;0;30;0;0;0;0;0;0
LBY;1970;0;0;0;0;0;0;0;0
LBY;1980;0;0;0;0;0;0;0;0
LBY;1990;0;0;0;0;0;0;0;0
LBY;2000;0;0;0;0;0;0;0;0
LBY;2010;0;0;0;2;0;0;0;0
LBY;2020;0;0;0;0;0;0;0;0
LTU;1950;0;0;0;0;0;0;0;0
LTU;1960;0;0;0;0;0;0;0;0
LTU;1970;0;0;0;0;0;0;0;0
LTU;1980;0;0;0;0;0;0;0;0
LTU;1990;0;0;0;0;0.8;0;0;3.2
LTU;2000;0;0;0;0;0;0;0;2
LTU;2010;0;0;0;0.4;0;0;0;4
LTU;2020;0;0;0;0;0;0;0;0
LUX;1950;0;0;0;0;0;0;0;0
LUX;1960;0;0;0;0;0;0;0;0
LUX;1970;0;0;0;0;0;0;0;0
LUX;1980;0;0;0;0;0;0;0;0
LUX;1990;0;0;0;0;0;0;0;0
LUX;2000;0;0;0;0;0;0;0;17
LUX;2010;0;0;0;0;0;0;0;0
LUX;2020;0;0;0;0;0;0;0;0
MAC;1950;0;0;0;0;0;0;0;0
MAC;1960;0;0;0;0;0;0;0;0
MAC;1970;0;0;0;0;0;0;0;0
MAC;1980;0;0;0;0;0;0;0;0
MAC;1990;0;0;0;0;0;0;0;0
MAC;2000;0;0;0;0;0;0;0;0
MAC;2010;0;0;0;0;1;0;0;0
MAC;2020;0;0;0;0;0;0;0;0
MDG;1950;0;0;0;0;0;0;0;0
MDG;1960;0;0;0;0;11;0;0;0
MDG;1970;0;0;0;0;26.4;0;0;0
MDG;1980;20;0;0;0;45.4;0;0;0
MDG;1990;0;0;0;0;43.1;0;0;0
MDG;2000;0;0;0;5.2;95.8;0;0;0
MDG;2010;0;0;0;3.5;61.3;0;0;0
MDG;2020;0;0;0;25;75;0;0;0
MWI;1950;0;0;0;0;0;0;0;0
MWI;1960;0;0;0;0;0;0;0;0
MWI;1970;0;0;0;0;0;0;0;0
MWI;1980;0;0.9;0;1.3;0;0;0;0
MWI;1990;0;0;0;47.7;0;0;0;0
MWI;2000;50;0.4;0;9.1;1.1;0;0;0
MWI;2010;0;0;0;36.6;0.5;0.8;0;0
MWI;2020;0;0;0;0.33;28;0;0;0
MYS;1950;0;0;0;0;0;0;0;0
MYS;1960;0;0;0;5.6;2.1;0;0;0
MYS;1970;0;0;0;6.1;0;0;0;0
MYS;1980;0;0;0;5.1;0;0;0;0
MYS;1990;0;0;0;3.1;27.2;7;0;0
MYS;2000;0;8;0;11.2;0.3;1;0;0
MYS;2010;0;2.4;0;3.7;0;1.6;0;0
MYS;2020;0;0;0;29.33;0;0;0;0
MDV;1950;0;0;0;0;0;0;0;0
MDV;1960;0;0;0;0;0;0;0;0
MDV;1970;0;0;0;0;0;0;0;0
MDV;1980;0;0;0;0;0;0;0;0
MDV;1990;0;0;0;0;0;0;0;0
MDV;2000;0;10.2;0;0;0;0;0;0
MDV;2010;0;0;0;0;0;0;0;0
MDV;2020;0;0;0;0;0;0;0;0
MLI;1950;0;0;0;0;0;0;0;0
MLI;1960;0;0;0;0;0;0;0;0
MLI;1970;0;0;0;0;0;0;0;0
MLI;1980;0;0;0;1.8;0;0;0;0
MLI;1990;0;0;0;0.5;0;0;0;0
MLI;2000;0;0;0;6.3;0;0;0;0
MLI;2010;0;0;0;7.1;0;0;0;0
MLI;2020;0;0;0;3.33;0;0;0;0
MHL;1950;0;0;0;0;0;0;0;0
MHL;1960;0;0;0;0;0;0;0;0
MHL;1970;0;0;0;0;0;0;0;0
MHL;1980;0;0;0;0;0;0;0;0
MHL;1990;0;0;0;0;0;0;0;0
MHL;2000;0;0;0;0;0;0;0;0
MHL;2010;0;0;0;0;0;0;0;0
MHL;2020;0;0;0;0;0;0;0;0
MTQ;1950;0;0;0;0;0;0;0;0
MTQ;1960;0;0;0;0;2.5;0;0;0
MTQ;1970;0;0;0;0;4.5;0;0;0
MTQ;1980;0;0;0;0;0;0;0;0
MTQ;1990;0;0;0;0;1;0;0;0
MTQ;2000;0;0.1;0;0;0.1;0;0;0
MTQ;2010;0;0;0;0;0.1;0;0;0
MTQ;2020;0;0;0;0;0;0;0;0
MRT;1950;0;0;0;0;0;0;0;0
MRT;1960;0;0;0;0;0;0;0;0
MRT;1970;0;0;0;0;0;0;0;0
MRT;1980;0;0;0;0;0;0;0;0
MRT;1990;0;0;0;0;0.5;0;0;0
MRT;2000;0;0;0;4.5;0;0;0;0
MRT;2010;0;0;0;1.1;1.8;0;0;0
MRT;2020;0;0;0;7.67;0;0;0;0
MUS;1950;0;0;0;0;0;0;0;0
MUS;1960;0;0;0;0;4.2;0;0;0
MUS;1970;0;0;0;0;1.6;0;0;0
MUS;1980;0;0;0;0;0.2;0;0;0
MUS;1990;0;0;0;0;0.5;0;0;0
MUS;2000;0;0;0;0;0.5;0;0;0
MUS;2010;0;0;0;1.1;0;0;0;0
MUS;2020;0;0;0;0;0.33;0;0;0
MEX;1950;0;18.5;0;214;181;10;0;0
MEX;1960;0;7.8;0;2.7;61.9;1.8;0;9
MEX;1970;0;57;0;20.8;78.9;0;0;0
MEX;1980;0;959.4;10;20.5;89.2;5;0;2.3
MEX;1990;0;11.1;2;121.9;78.4;2.4;5;91.6
MEX;2000;0;2.9;0;34.4;14.4;6.9;0;15.6
MEX;2010;0;47.6;0;21.5;49.4;7.1;0;0.3
MEX;2020;0;6;0;24.33;39.33;0;0;0
FSM;1950;0;0;0;0;0;0;0;0
FSM;1960;0;0;0;0;0;0;0;0
FSM;1970;0;0;0;0;0;0;0;0
FSM;1980;0;0;0;0;0.5;0;0;0
FSM;1990;0;0;0;0;0;0;0;0
FSM;2000;0;0;0;0;4.8;0;0;0
FSM;2010;0;0;0;0;0.5;0;0;0
FSM;2020;0;0;0;0;0;0;0;0
MDA;1950;0;0;0;0;0;0;0;0
MDA;1960;0;0;0;0;0;0;0;0
MDA;1970;0;0;0;0;0;0;0;0
MDA;1980;0;0;0;0;0;0;0;0
MDA;1990;0;0;0;5.6;0.3;0;0;0
MDA;2000;0.2;0;0;0.4;0;0;0;1.3
MDA;2010;0;0;0;0.1;0;0;0;1
MDA;2020;0;0;0;0;0;0;0;0
MNG;1950;0;120;0;0;0;0;0;0
MNG;1960;0;0;0;5.7;0;0;0;0
MNG;1970;0;0;0;0;0;0;0;0
MNG;1980;0;0;0;0;0;0;0;0
MNG;1990;0;0;0;4.6;4.9;0;2.5;0
MNG;2000;0;0;0;4.1;9.4;0;0;0.5
MNG;2010;0;0;0;1.2;0;1.7;0;0
MNG;2020;0;0;0;3.33;4;0;0;0
MNE;1950;0;0;0;0;0;0;0;0
MNE;1960;0;0;0;0;0;0;0;0
MNE;1970;0;0;0;0;0;0;0;0
MNE;1980;0;0;0;0;0;0;0;0
MNE;1990;0;0;0;0;0;0;0;0
MNE;2000;0;0;0;0;0;0;0;0
MNE;2010;0;0;0;0;0;0;0;0.1
MNE;2020;0;0;0;0;0;0;0;0
MSR;1950;0;0;0;0;0;0;0;0
MSR;1960;0;0;0;0;0;0;0;0
MSR;1970;0;0;0;0;0;0;0;0
MSR;1980;0;0;0;0;1.1;0;0;0
MSR;1990;0;0;3.2;0;0;0;0;0
MSR;2000;0;0;0;0;0;0;0;0
MSR;2010;0;0;0;0;0;0;0;0
MSR;2020;0;0;0;0;0;0;0;0
MAR;1950;0;0;0;16.1;0;0;0;0
MAR;1960;0;1201.1;0;32;0;0;0;0
MAR;1970;0;0;0;3.7;0;0;0;0
MAR;1980;0;0;0;0;0;0.1;0;0
MAR;1990;0;0;0;87.6;1.4;0;0;0
MAR;2000;0;62.8;0;22.1;0.1;0;0;0
MAR;2010;0;0;0;7.7;4.9;1.5;0;0
MAR;2020;0;0;0;8;0;0;0;0
MOZ;1950;0;0;0;0;10.7;0;0;0
MOZ;1960;0;0;0;0;0;0;0;0
MOZ;1970;0;0;0;84.1;0.7;0;0;0
MOZ;1980;10005;0;0;1;20.9;0;0;0
MOZ;1990;0;0;0;5.8;25.1;8.7;0;0
MOZ;2000;1.8;0.4;0;101.2;6.5;0;4.9;0
MOZ;2010;0;0;0;44.7;71.2;1.7;0;0
MOZ;2020;0;0;0;8;42;0;0;0
MMR;1950;0;0;0;0;0;0;0;0
MMR;1960;0;0;0;3.4;144.8;0;0;0
MMR;1970;0;0;0;9.3;20;0;0;0
MMR;1980;0;0;0;0;1.1;0;0.8;0
MMR;1990;0;0;0;16.9;1.7;0;0;0
MMR;2000;0;7.1;0;10.2;13863.6;4.1;0;0
MMR;2010;0;11.6;0;50.4;8;19.2;0;0
MMR;2020;0;0;0;0;0;58;0;0
NAM;1950;0;0;0;0;0;0;0;0
NAM;1960;0;0;0;0;0;0;0;0
NAM;1970;0;0;0;0;0;0;0;0
NAM;1980;0;0;0;0;0;0;0;0
NAM;1990;0;0;0;0;0;0;0;0
NAM;2000;0;0;0;14.8;0;0;0;0
NAM;2010;0;0;0;11.6;0;0;0;0
NAM;2020;0;0;0;0;0;0;0;0
NPL;1950;0;0;0;6;0;0;0;0
NPL;1960;0;8;0;27.6;0;0;0;0
NPL;1970;0;0;0;48;0;40.1;0;0
NPL;1980;0;80.9;0;151.1;7.1;17.6;0;0
NPL;1990;0;0;0;253.7;2.6;22.8;8.8;0
NPL;2000;0;0;0;106.5;0;80.1;0;12.6
NPL;2010;0;897.6;0;132.3;11.1;28.8;1.1;14.1
NPL;2020;0;2;0;282;7;0;0;0
NLD;1950;0;0;0;200;0;0;0;0
NLD;1960;0;0;0;0;0;0;0;0
NLD;1970;0;0;0;0;0;0;0;0
NLD;1980;0;0;0;0;0;0;0;0
NLD;1990;0;0;0;0.1;2.3;0;0;0
NLD;2000;0;0;0;0;1.1;0;0;196.5
NLD;2010;0;0;0;0;0.5;0;0;40.1
NLD;2020;0;0;0;0;1.33;0;0;133.33
NCL;1950;0;0;0;0;0.4;0;0;0
NCL;1960;0;0;0;0;0;0;0;0
NCL;1970;0;0;0;0;0.3;0;0;0
NCL;1980;0;0;0;0;0.4;0;0;0
NCL;1990;0;0;0;0;0;0;0;0
NCL;2000;0;0;0;0;0.2;0;0;0
NCL;2010;0;0;0;0;0;0;0;0
NCL;2020;0;0;0;0;0;0;0;0
NZL;1950;0;0;15;0;0;0;0;0
NZL;1960;0;0.3;0;0;5;0;0;0
NZL;1970;0;0;0;0;0;0;0;0
NZL;1980;0;0.1;0;0.6;0.6;0;0;0
NZL;1990;0;0;0;0;0.4;0;0;0
NZL;2000;0;0;0;0.4;0.2;0;0;0
NZL;2010;0;18.4;2.1;0.1;0.3;0;0;0
NZL;2020;0;0;0;0;0.33;0;0;0
NIC;1950;0;50;0;0;0;0;0;0
NIC;1960;0;0;0;32.5;0;0;0;0
NIC;1970;0;1000;0;1.6;3.5;0;0;0
NIC;1980;0;0;0;0;20.1;0;0;0
NIC;1990;0;17.9;0.1;1.5;345.1;0;0;0
NIC;2000;0;0.7;0;2.7;21.7;2.9;0;0
NIC;2010;0;0.2;0;13.2;2;0;0;0
NIC;2020;0;0;0;0;8.33;0;0;0
NER;1950;0;0;0;0;0;0;0;0
NER;1960;0;0;0;0;0;0;0;0
NER;1970;0;0;0;0;0;0;0;0
NER;1980;0;0;0;2;0;0;0;0
NER;1990;0;0;0;7.4;0;0;0;0
NER;2000;0;0;0;3.4;0.4;0;0;0
NER;2010;0;0;0;42.8;0;0;0;0
NER;2020;0;0;0;113.33;0;0;0;0
NGA;1950;0;0;0;0;0;0;0;0
NGA;1960;0;0;0;0;0;0;0;0
NGA;1970;0;0;0;0;10;0;0;0
NGA;1980;0;0;0;13;0;0;0;0
NGA;1990;0;0;0;13.4;10;0;0;1.8
NGA;2000;0;0;0;53.6;0;3.2;0;6
NGA;2010;0;0;0;102.6;5.4;0;0;0
NGA;2020;0;0;0;265.33;2.33;0;0;0
NIU;1950;0;0;0;0;0;0;0;0
NIU;1960;0;0;0;0;0;0;0;0
NIU;1970;0;0;0;0;0;0;0;0
NIU;1980;0;0;0;0;0;0;0;0
NIU;1990;0;0;0;0;0;0;0;0
