iso_code;year;drought;earthquakes;volcanic_activity;floods;storms;landslides;wildfires;extreme_temperatures;disasters
MDA;2000;0;0;0;0;730;0;0;0;863.1
MDA;2010;10000;0;0;0;4500;0;0;0;14500
MDA;2020;0;0;0;0;0;0;0;0;0
MNG;1950;0;0;0;0;0;0;0;0;0
MNG;1960;0;0;0;0;0;0;0;0;0
MNG;1970;0;0;0;0;0;0;0;0;0
MNG;1980;0;0;0;0;0;0;0;0;0
MNG;1990;0;0;0;2810.8;0;0;0;0;5453.7
MNG;2000;21039.4;0;0;1100;260000;0;0;0;282139.4
MNG;2010;580;0;0;1200;0;0;0;1283.4;3063.4
MNG;2020;0;0;0;0;0;0;0;0;0
MNE;1950;0;0;0;0;0;0;0;0;0
MNE;1960;0;0;0;25000;0;0;0;0;27000
MNE;1970;0;0;0;0;0;0;0;0;0
MNE;1980;0;0;0;0;0;0;0;0;0
MNE;1990;0;0;0;0;10000;0;500;0;10506.1
MNE;2000;45000;0;0;1650;191100;0;0;76910.6;314676.3
MNE;2010;0;0;0;880.1;50;0;0;138800;139730.1
MNE;2020;0;0;0;12,576,667;10,041,333;0;0;0;22618
MSR;1950;0;0;0;0;0;0;0;0;0
MSR;1960;0;0;0;0;0;0;0;0;0
MSR;1970;0;0;0;0;0;0;0;0;0
MSR;1980;0;0;0;0;0;0;0;0;0
MSR;1990;0;0;0;0;0;0;0;0;0
MSR;2000;0;0;0;153.6;0;0;0;0;153.6
MSR;2010;0;0;0;635;0;0;20;450;1105
MSR;2020;0;0;0;0;0;0;0;0;0
MAR;1950;0;0;0;0;0;0;0;0;0
MAR;1960;0;0;0;0;0;0;0;0;0
MAR;1970;0;0;0;0;0;0;0;0;0
MAR;1980;0;0;0;0;0;0;0;0;1204
MAR;1990;0;0;1300;0;0;0;0;0;1300
MAR;2000;0;0;20;0;0;0;0;0;20
MAR;2010;0;0;0;0;0;0;0;0;0
MAR;2020;0;0;0;0;0;0;0;0;0
MOZ;1950;0;0;0;0;0;0;0;0;0
MOZ;1960;0;0;0;8281.3;0;0;0;0;10782.3
MOZ;1970;13700;0;0;28400.1;0;0;0;0;45973.6
MOZ;1980;0;0;0;0;0;1000;0;0;1221.6
MOZ;1990;27500;0;0;9800;0;0;0;0;37300
MOZ;2000;0;0;0;5785;0;0;0;0;7135.2
MOZ;2010;0;0;0;7720;11700;0;0;247750;267173.8
MOZ;2020;0;0;0;45,833,334;0;0;0;0;46,166,666
MMR;1950;0;0;0;0;0;0;0;0;0
MMR;1960;0;0;0;5000;0;0;0;0;5000
MMR;1970;600000;0;0;117500;8000;0;0;0;732005.1
MMR;1980;475800;0;0;100000;35400;0;0;0;611200
MMR;1990;330000;0;0;47000;220000;0;0;0;647450
MMR;2000;323950;0;0;621211.1;35165;0;0;0;988744.2
MMR;2010;276000;0;0;86740.1;275994.5;30;0;0;646838.9
MMR;2020;1533333.4;0;0;55,036,668;475687.66;0;0;0;2064167.6
NAM;1950;0;0;0;0;0;0;0;0;0
NAM;1960;0;0;0;0;71731.9;0;0;0;74771.9
NAM;1970;0;0;0;141300;7800;0;3000;0;177500
NAM;1980;0;0;0;0;3600;0;2858.8;0;8458.8
NAM;1990;0;16;0;48779.5;6497;0;0;0;64909.4
NAM;2000;0;1250;0;22231.7;246007.5;135.1;0;0;275258.7
NAM;2010;0;2040.5;0;299321.4;45544;14500;0;0;363278.9
NAM;2020;0;0;0;50000;0;500;0;0;50518
NPL;1950;0;0;0;0;0;0;0;0;0
NPL;1960;0;0;0;0;0;0;0;0;0
NPL;1970;0;0;0;0;0;0;0;0;0
NPL;1980;0;0;0;0;0;0;0;0;0
NPL;1990;43820;0;0;0;0;0;0;0;43820
NPL;2000;34500;0;0;47430;0;0;0;0;81930
NPL;2010;191600;0;0;62765.2;0;0;0;0;254365.2
NPL;2020;0;0;0;467;0;0;0;0;467
NLD;1950;0;0;0;0;0;0;0;0;0
NLD;1960;0;2000;0;100;0;0;0;0;2110
NLD;1970;440000;0;0;4700;0;7500;0;0;452274.8
NLD;1980;0;50000;0;62150;0;0;0;0;116522.3
NLD;1990;0;23;0;74255;16.May;51.5;0;0;86490.3
NLD;2000;50300;0;0;207337.7;0;28677.9;0;0;295951.8
NLD;2010;0;578965;0;201984.5;1424.2;797.6;0;2500;788277.5
NLD;2020;0;10000;0;42,413,332;17,166,667;0;0;0;52727
NCL;1950;0;0;0;30000;0;0;0;0;30000
NCL;1960;0;0;0;0;0;0;0;0;0
NCL;1970;0;0;0;0;0;0;0;0;0
NCL;1980;0;0;0;0;0;0;0;0;0
NCL;1990;0;0;0;1500;25006;0;0;0;26512
NCL;2000;0;0;0;0;0;0;0;0;0.1
NCL;2010;0;0;0;0;0;0;0;0;0
NCL;2020;0;0;0;0;0;0;0;0;13,333,334
NZL;1950;0;0;0;0;0;0;0;0;0
NZL;1960;0;0;0;0;0;0;0;0;0
NZL;1970;0;0;0;0;0;0;0;0;0
NZL;1980;0;0;0;0;200;0;0;0;200
NZL;1990;0;0;0;0;0;0;0;0;0
NZL;2000;0;0;0;0;0;0;0;0;110
NZL;2010;0;0;0;0;0;0;0;0;0
NZL;2020;0;0;0;0;0;0;0;0;0
NIC;1950;0;0;0;0;0;0;0;0;0
NIC;1960;0;30;0;0;100;0;0;0;131.4
NIC;1970;0;0;0;297.5;0;60;0;0;357.5
NIC;1980;0;700;0;1700.7;0;0;13;0;2416.2
NIC;1990;0;0;7;103.5;214;0;0;0;324.5
NIC;2000;0;0;0;685;40;0;0;0;765
NIC;2010;0;61383.6;0;310;62.1;0;0;0;61950
NIC;2020;0;0;0;12,766,666;480;0;65;0;18,216,666
NER;1950;0;0;0;0;0;0;0;0;0
NER;1960;0;200;0;130;0;0;0;0;356
NER;1970;0;40000;300;3800;280;0;0;0;76625
NER;1980;0;0;0;4000;35200;0;0;0;45227.8
NER;1990;36500;591.5;31769.5;20641.1;101680.9;0;0;0;191974
NER;2000;18800;178.5;0;6111.5;26937.9;575.1;1600;0;55650.7
NER;2010;76000;1201.5;0;35316.9;4977;0;0;0;117538.8
NER;2020;0;0;0;0;311000;0;0;0;311704
NGA;1950;0;0;0;0;0;0;0;0;0
NGA;1960;0;0;0;0;0;0;0;0;0
NGA;1970;0;0;0;1600;0;0;0;0;1600
NGA;1980;450000;0;0;8000;0;0;0;0;458000
NGA;1990;163850;0;0;1160.6;0;0;0;0;174488.7
NGA;2000;1448455.8;0;0;22254.9;125;0;0;0;1475484.5
NGA;2010;671942.8;0;0;189042.7;0;0;0;0;864767.2
NGA;2020;2700000;0;0;159230;0;0;0;0;3070185
NIU;1950;0;0;0;0;0;0;0;0;0
NIU;1960;0;0;0;0;0;0;0;0;0
NIU;1970;0;0;0;0;0;0;0;0;0
NIU;1980;300000;0;0;600;0;0;0;0;330750
NIU;1990;0;0;0;26000;0;0;0;0;80400
NIU;2000;0;0;0;53286.5;0;0;0;0;55882.1
NIU;2010;0;0;0;1074005.8;1600;0;0;0;1077176.4
NIU;2020;0;0;0;1000410;0;0;0;0;1002018.3
PRK;1950;0;0;0;0;160;0;0;0;160
PRK;1960;0;0;0;0;400;0;0;0;400
PRK;1970;0;0;0;0;0;0;0;0;0
PRK;1980;0;0;0;0;0;0;0;0;0
PRK;1990;0;0;0;0;20;0;0;0;20
PRK;2000;0;0;0;0;20;0;0;0;70.2
PRK;2010;0;0;0;0;0;0;0;0;0
PRK;2020;0;0;0;0;0;0;0;0;0
MKD;1950;0;0;0;0;0;0;0;0;0
MKD;1960;0;0;0;0;0;0;0;0;0
MKD;1970;0;0;0;0;0;0;0;0;0
MKD;1980;0;0;0;2000;0;0;0;0;2007.1
MKD;1990;0;0;0;901913.6;250;0;0;0;955380.7
MKD;2000;0;0;0;120363;48740.1;0;0;0;236060.2
MKD;2010;3110000;0;0;225234.7;535657.2;0;0;1376.8;3880591
MKD;2020;0;0;0;30000;0;0;0;0;30000
MNP;1950;0;0;0;0;0;0;0;0;0
MNP;1960;0;0;0;0;0;0;0;0;0
MNP;1970;0;0;0;0;0;0;0;0;0
MNP;1980;0;0;0;0;0;0;0;0;0
MNP;1990;0;0;0;0;0;0;0;0;0
MNP;2000;0;0;0;0;20;0;0;0;50
MNP;2010;0;0;0;0;35;0;0;0;36
MNP;2020;0;0;0;0;0;0;0;0;0
NOR;1950;0;0;0;0;0;0;0;0;0
NOR;1960;0;0;0;0;0;0;0;0;0
NOR;1970;0;0;0;0;0;0;0;0;0
NOR;1980;0;0;0;0;0;0;0;0;0
NOR;1990;0;0;0;400;0;0;0;0;400
NOR;2000;0;0;0;210;0;0;0;0;220
NOR;2010;0;0;0;0;50;15;0;0;65
NOR;2020;0;0;0;0;0;33,333,334;0;0;33,666,666
OMN;1950;0;0;0;0;0;0;0;0;0
OMN;1960;0;0;0;0;0;0;0;0;0
OMN;1970;0;0;0;0;500;0;0;0;659.6
OMN;1980;0;0;0;0;0;0;0;0;0
OMN;1990;0;0;0;0;0;0;0;0;0
OMN;2000;0;0;0;0;2005;0;0;0;2008.3
OMN;2010;0;0;0;20;600;0;0;0;640
OMN;2020;0;0;0;33,333,332;30;0;0;0;63,333,332
PAK;1950;0;0;0;0;0;0;0;0;0
PAK;1960;0;0;0;22442.7;40000;0;0;0;62442.7
PAK;1970;0;3500;0;1338220;0;0;0;0;1369240
PAK;1980;0;1297.5;0;30290;0;0;0;0;132091
PAK;1990;220000;17495.5;0;1518117.6;31504;20;0;25;2110683.5
PAK;2000;0;115169.9;0;956209.2;165000;0.2;0;0;1751448.1
PAK;2010;468091.2;69784.7;0;3647820.8;400;3044.3;0;8000;4212657.5
PAK;2020;0;21,266,666;0;11519748;333333.34;0;13,333,334;0;11880548
PLW;1950;0;0;0;0;0;0;0;0;0
PLW;1960;0;0;0;0;0;0;0;0;0
PLW;1970;0;0;0;0;0;0;0;0;0
PLW;1980;0;0;0;0;0;0;0;0;0
PLW;1990;0;0;0;0;0;0;0;0;0
PLW;2000;0;0;0;0;0;0;0;0;0
PLW;2010;1420;0;0;0;0;0;0;0;1545
PLW;2020;0;0;0;0;24,293,333;0;0;0;24,293,333
PSE;1950;0;0;0;0;0;0;0;0;0
PSE;1960;0;0;0;0;0;0;0;0;0
PSE;1970;0;0;0;0;0;0;0;0;0
PSE;1980;0;0;0;0;0;0;0;0;0
PSE;1990;0;0;0;0;0;0;0;0;0
PSE;2000;0;0;0;0;0;0;0;0;0
PSE;2010;0;0;0;1400;8102.1;0;0;0;9562.1
PSE;2020;0;0;0;0;0;0;0;11,166,667;11,166,667
PAN;1950;0;0;0;0;0;0;0;0;0
PAN;1960;0;0;0;160;50;0;0;0;311.8
PAN;1970;0;0;0;5014.5;0;0;0;0;5064.5
PAN;1980;8100;0;0;450;673.2;0;0;0;9673.2
PAN;1990;0;1050;0;2100;750;0;0;0;4910.2
PAN;2000;0;100;0;8909.7;0;0;143.6;0;9651.8
PAN;2010;0;0;0;4967.4;2400;0;0;0;7400.5
PAN;2020;0;0;0;10,113,333;16,666,666;0;0;0;11780
PNG;1950;0;0;320;0;0;0;0;0;320
PNG;1960;0;0;200;0;0;0;0;0;200
PNG;1970;0;400;0;0;0;0;0;0;402
PNG;1980;4000;500;2500;1300;0;0;0;0;8400
PNG;1990;50000;1919.9;10780;10400;2500;0;800;0;92644.6
PNG;2000;0;440;4089.9;8819.3;16214;106.3;0;0;32519.8
PNG;2010;252000;54465;1791.6;28860;2154.5;0;0;0;339336.2
PNG;2020;0;0;0;20300;0;33,333,332;0;0;20,989,666
PRY;1950;0;0;0;0;0;0;0;0;0
PRY;1960;1340;0;0;2989;0;0;0;0;4579
PRY;1970;0;0;0;14700;0;0;0;0;21700
PRY;1980;0;0;0;21500;0;0;0;0;23000
PRY;1990;4000;0;0;43057.5;0;0;0;0;47065.2
PRY;2000;27099;0;0;1480;4835.5;0;12500;0;47164.5
PRY;2010;146690;0;0;108135.2;8500;0;400;0;263937.7
PRY;2020;0;0;0;2000;0;0;0;0;2000
PER;1950;0;0;0;0;0;0;0;0;122
PER;1960;28460.4;6090;0;4000;0;0;0;0;44709.6
PER;1970;0;462916.9;0;47864;0;1200;0;0;535375.6
PER;1980;0;2315.6;0;31350;0;73500;0;270;109234.6
PER;1990;330000;17897.5;400;57810;58000;3260;100;0;499654.9
PER;2000;2150;88591.1;300;89474.3;8668.2;114;0;306192.7;691339.5
PER;2010;0;3488.7;3104;353153.5;0;0;0;49848.4;416108.4
PER;2020;0;6403;0;12292;0;10,376,666;0;0;20,005,334
PHL;1950;0;0;0;0;6000;0;0;0;6255.3
PHL;1960;0;0;9670;0;216945.5;0;0;0;241393.5
PHL;1970;366.5;23500;3751;364859.9;1091294.8;0;0;0;1551493.1
PHL;1980;369526;187.5;7000;84972.4;1863450.6;106.7;0;0;2605127.8
PHL;1990;285428.2;189561.5;114544.8;523343;2500781.8;5086.2;30;0;3830682
PHL;2000;0;7373.1;25666.9;407929.8;4282797.5;24034.1;0;0;4786006.5
PHL;2010;19768.7;434311.4;19469.3;1915121.8;7511549.5;180.2;0;0;9948424
PHL;2020;0;218031.67;256550;115,770,336;7968727.5;3904;0;0;8564129
POL;1950;0;0;0;0;0;0;0;0;0
POL;1960;0;0;0;0;0;0;0;0;0
POL;1970;0;0;0;100;0;0;0;0;100
POL;1980;0;105;0;1950;90;0;0;0;2327.4
POL;1990;0;0;0;16370;0;0;0;0;22570
POL;2000;0;0;0;1985;105;0;0;0;2099.2
POL;2010;0;0;0;10070;729.9;0;0;0;10828.4
POL;2020;0;0;0;130;11,666,666;0;0;0;13,076,666
PRT;1950;0;0;0;0;0;0;0;0;0
PRT;1960;0;100;0;100;0;0;0;0;218
PRT;1970;0;0;0;3500;0;0;0;0;4522
PRT;1980;0;2130;0;290;0;0;0;0;2485
PRT;1990;0;0;0;305;6;0;0;0;446.5
PRT;2000;0;0;0;34.8;0;0;15000;0;15085.2
PRT;2010;0;0;0;60;401;0;144.9;0;989.2
PRT;2020;0;0;0;0;0;0;0;0;62,333,332
PRI;1950;0;0;0;0;0;0;0;0;0
PRI;1960;0;0;0;0;0;0;0;0;0
PRI;1970;0;0;0;0;450;0;0;0;450
PRI;1980;0;0;0;0;200;0;0;0;200
PRI;1990;0;0;0;60;15531.5;0;0;0;15591.5
PRI;2000;0;0;0;1170.5;350;0;0;0;1548.5
PRI;2010;0;0;0;40;54150;0;0;0;75267.1
PRI;2020;0;1440;0;0;0;0;0;0;17,426,666
QAT;1950;0;0;0;0;0;0;0;0;0
QAT;1960;0;0;0;0;0;0;0;0;0
QAT;1970;0;0;0;0;0;0;0;0;0
QAT;1980;0;0;0;0;0;0;0;0;0
QAT;1990;0;0;0;0;0;0;0;0;0
QAT;2000;0;0;0;0;0;0;0;0;0
QAT;2010;0;0;0;150;0;0;0;0;150
QAT;2020;0;0;0;0;0;0;0;0;0
REU;1950;0;0;0;0;0;0;0;0;0
REU;1960;0;0;0;0;0;0;0;0;0
REU;1970;0;0;100;0;0;0;0;0;100
REU;1980;0;0;0;0;1720;0;0;0;1726.1
REU;1990;0;0;0;0;0;0;0;0;0
REU;2000;0;0;0;0;0;0;0;0;379
REU;2010;0;0;0;0;45;0;0;0;46.5
REU;2020;0;0;0;0;0;0;0;0;43,333,335
ROU;1950;0;0;0;0;0;0;0;0;0
ROU;1960;0;0;0;0;0;0;0;0;0
ROU;1970;0;20000;0;123875.5;0;0;0;0;162505.5
ROU;1980;0;0;0;200;0;0;0;0;200
ROU;1990;0;184.5;0;2741.8;0;0;0;170;17779.9
ROU;2000;0;0;0;20133.8;249;0;0;0;21569.1
ROU;2010;0;0;0;2302.4;0;0;0;730;3070
ROU;2020;0;0;0;42,033,334;0;0;0;0;42,033,334
RUS;1950;0;0;0;0;0;0;0;0;0
RUS;1960;0;0;0;0;0;0;0;0;0
RUS;1970;0;0;0;0;0;0;0;0;0
RUS;1980;0;0;0;0;0;0;0;0;0
RUS;1990;0;600;0;120010.4;141.2;205;10000;72520;208453
RUS;2000;100000;1727.3;0;87160.4;1800;50;0;3100;197197.8
RUS;2010;0;0;0;25209.9;0;0;1000;0;27930.7
RUS;2020;0;0;0;9,795,333;100;1000;40;0;11671
RWA;1950;0;0;0;0;0;0;0;0;0
RWA;1960;0;0;0;0;0;0;0;0;0
RWA;1970;170000;0;0;190000;0;0;0;0;360000
RWA;1980;48000;0;0;2162.8;0;0;0;0;50167.8
RWA;1990;97654.5;0;0;0;0;0;0;0;97654.5
RWA;2000;100000;153.5;0;3879.5;0;200;0;0;105014.8
RWA;2010;0;0;0;4989.3;652.5;3000;0;0;9310
RWA;2020;0;0;3875;9,726,667;0;0;0;0;14540
BLM;1950;0;0;0;0;0;0;0;0;0
BLM;1960;0;0;0;0;0;0;0;0;0
BLM;1970;0;0;0;0;0;0;0;0;0
BLM;1980;0;0;0;0;0;0;0;0;0
BLM;1990;0;0;0;0;0;0;0;0;0
BLM;2000;0;0;0;0;0;0;0;0;0
BLM;2010;0;0;0;0;0;0;0;0;0
BLM;2020;0;0;0;0;0;0;0;0;0
SHN;1950;0;0;0;0;0;0;0;0;0
SHN;1960;0;0;0;0;0;0;0;0;0
SHN;1970;0;0;0;0;0;0;0;0;0
SHN;1980;0;0;0;0;0;0;0;0;0
SHN;1990;0;0;0;0;0;0;0;0;0
SHN;2000;0;0;0;0;30;0;0;0;30
SHN;2010;0;0;0;0;0;0;0;0;0
SHN;2020;0;0;0;0;0;0;0;0;0
KNA;1950;0;0;0;0;0;0;0;0;0
KNA;1960;0;0;0;0;0;0;0;0;0
KNA;1970;0;0;0;0;0;0;0;0;0
KNA;1980;0;0;0;0;0;0;0;0;130
KNA;1990;0;0;0;0;1288;0;0;0;1298
KNA;2000;0;0;0;0;0;0;0;0;0
KNA;2010;0;0;0;0;50;0;0;0;50
KNA;2020;0;0;0;0;0;0;0;0;0
LCA;1950;0;0;0;0;0;0;0;0;0
LCA;1960;0;0;0;0;0;0;0;0;0
LCA;1970;0;0;0;0;0;0;0;0;0
LCA;1980;0;0;0;0;7300;0;0;0;8300
LCA;1990;0;0;0;0;60;17.May;0;0;112.5
LCA;2000;0;0;0;0;0;0;0;0;0
LCA;2010;0;0;0;2198.4;20600;0;0;0;22798.4
LCA;2020;0;0;0;0;0;0;0;0;0
MAF;1950;0;0;0;0;0;0;0;0;0
MAF;1960;0;0;0;0;0;0;0;0;0
MAF;1970;0;0;0;0;0;0;0;0;0
MAF;1980;0;0;0;0;0;0;0;0;0
MAF;1990;0;0;0;0;0;0;0;0;0
MAF;2000;0;0;0;0;0;0;0;0;0
MAF;2010;0;0;0;0;0;0;0;0;11
MAF;2020;0;0;0;0;0;0;0;0;0
VCT;1950;0;0;0;0;0;0;0;0;0
VCT;1960;0;0;0;0;0;0;0;0;0
VCT;1970;0;0;2200;0;0;0;0;0;2200
VCT;1980;0;0;0;114.2;2000;0;0;0;2186
VCT;1990;0;0;0;20;10;0;0;0;30
VCT;2000;0;0;0;0;153;0;0;0;153.4
VCT;2010;0;0;0;4216;600;0;0;0;4879.7
VCT;2020;0;0;44,333,335;0;43;0;0;0;44,763,335
WSM;1950;0;0;0;0;0;0;0;0;0
WSM;1960;0;0;0;0;9500;0;0;0;9500.4
WSM;1970;0;0;0;0;0;0;0;0;0
WSM;1980;0;0;0;0;100;0;100;0;200
WSM;1990;0;0;0;0;25500;0;0;0;28300
WSM;2000;0;527.4;0;0;0;0;0;0;558.4
WSM;2010;0;0;0;0;1270.3;0;0;0;1270.3
WSM;2020;0;0;0;0;0;0;0;0;0
STP;1950;0;0;0;0;0;0;0;0;0
STP;1960;0;0;0;0;0;0;0;0;0
STP;1970;0;0;0;0;0;0;0;0;0
STP;1980;9300;0;0;0;0;0;0;0;9300
STP;1990;0;0;0;0;0;0;0;0;0
STP;2000;0;0;0;0;0;0;0;0;0
STP;2010;0;0;0;0;0;0;0;0;0
STP;2020;0;0;0;73,222,664;0;0;0;0;73,222,664
SAU;1950;0;0;0;0;0;0;0;0;0
SAU;1960;0;0;0;100;0;0;0;0;100
SAU;1970;0;0;0;0;0;0;0;0;0
SAU;1980;0;0;0;0;0;0;0;0;500
SAU;1990;0;0;0;0;0;0;0;0;0
SAU;2000;0;0;0;1345;0;0;0;0;2354.7
SAU;2010;0;0;0;390.9;12;0;0;0;404.2
SAU;2020;0;0;0;200;0;0;0;0;200
SEN;1950;0;0;0;0;0;0;0;0;0
SEN;1960;140000;0;0;200;0;0;0;0;140200
SEN;1970;466500;0;0;0;0;0;0;0;466500
SEN;1980;120000;0;0;800;0;0;0;0;121800
SEN;1990;0;0;0;30500;6585.3;0;0;0;41835.3
SEN;2000;28400;0;0;52317.7;0;0;0;0;81466.9
SEN;2010;180970.2;0;0;34733.8;0;0;0;0;215735.8
SEN;2020;0;0;0;12,279,333;0;0;0;0;12,336,667
SRB;1950;0;0;0;0;0;0;0;0;0
SRB;1960;0;0;0;0;0;0;0;0;0
SRB;1970;0;0;0;0;0;0;0;0;0
SRB;1980;0;0;0;0;0;0;0;0;0
SRB;1990;0;0;0;0;0;0;0;0;0
SRB;2000;0;0;0;1558;0;0;0;0;1608
SRB;2010;0;2544;0;8803.6;0;0;0;9123.4;20630
SRB;2020;0;0;0;7,073,333;0;0;0;0;7,073,333
SYC;1950;0;0;0;0;0;0;0;0;0
SYC;1960;0;0;0;0;0;0;0;0;0
SYC;1970;0;0;0;0;0;0;0;0;0
SYC;1980;0;0;0;0;0;0;0;0;0
SYC;1990;0;0;0;112.5;0;0;0;0;123.7
SYC;2000;0;476;0;0;680;0;0;0;1163
SYC;2010;0;0;0;443.5;300;0;0;0;743.5
SYC;2020;0;0;0;0;0;0;0;0;0
SLE;1950;0;0;0;0;0;0;0;0;0
SLE;1960;0;0;0;0;0;0;0;0;0
SLE;1970;0;0;0;0;1000;0;0;0;1000
SLE;1980;0;0;0;0;0;0;0;0;0
SLE;1990;0;0;0;20000;0;0;0;0;20000.3
SLE;2000;0;0;0;2095.5;0;0;0;0;2097
SLE;2010;0;0;0;3491.8;0;1181.6;0;0;4909.6
SLE;2020;0;0;0;4301;0;0;0;0;43,273,335
SXM;1950;0;0;0;0;0;0;0;0;0
SXM;1960;0;0;0;0;0;0;0;0;0
SXM;1970;0;0;0;0;0;0;0;0;0
SXM;1980;0;0;0;0;0;0;0;0;0
SXM;1990;0;0;0;0;0;0;0;0;0
SXM;2000;0;0;0;0;0;0;0;0;0
SXM;2010;0;0;0;0;500;0;0;0;504
SXM;2020;0;0;0;0;0;0;0;0;0
SVK;1950;0;0;0;0;0;0;0;0;0
SVK;1960;0;0;0;0;0;0;0;0;0
SVK;1970;0;0;0;0;0;0;0;0;0
SVK;1980;0;0;0;0;0;0;0;0;0
SVK;1990;0;0;0;4605.7;0;0;0;0;4781.5
SVK;2000;0;0;0;33;1030;0;0;0;1074.3
SVK;2010;0;0;0;85;0;0;0;0;85
SVK;2020;0;0;0;83,333,336;0;0;0;0;83,333,336
SVN;1950;0;0;0;0;0;0;0;0;0
SVN;1960;0;0;0;0;0;0;0;0;0
SVN;1970;0;0;0;0;0;0;0;0;0
SVN;1980;0;0;0;0;0;0;0;0;0
SVN;1990;0;0;0;0;0;0;0;0;70
SVN;2000;0;60;0;0;0;0;0;0;165.5
SVN;2010;0;0;0;1455;0;0;0;5000;6455
SVN;2020;0;0;0;500;0;0;0;0;500
SLB;1950;0;0;0;0;0;0;0;0;0
SLB;1960;0;0;0;0;100;0;0;0;120
SLB;1970;0;100;600;0;600;0;0;0;1300.1
SLB;1980;0;0;0;0;12065;0;0;0;18115
SLB;1990;38;0;0;0;8850;0;0;0;8888
SLB;2000;0;237.5;0;700;27.May;0;0;0;1091.9
SLB;2010;0;1422.3;0;8307.9;4509.6;0;0;0;14339.1
SLB;2020;0;0;0;0;50000;0;0;0;50000
SOM;1950;0;0;0;0;0;0;0;0;0
SOM;1960;70000;0;0;0;0;0;0;0;70000
SOM;1970;23000;0;0;4000;0;0;0;0;27000
SOM;1980;55350;0;0;8000;0;0;0;0;66350
SOM;1990;120000;0;0;101060;0;0;0;0;244060
SOM;2000;350000;10480;0;71355;0;0;0;0;454466.5
SOM;2010;1573562.4;0;0;234229.6;40438;0;0;0;1850250
SOM;2020;2366666.8;0;0;531805.3;40000;0;0;0;2938478.8
ZAF;1950;0;0;0;0;0;0;0;0;0
ZAF;1960;500;100;0;0;0;0;0;0;600
ZAF;1970;0;0;0;100;0;0;0;0;100
ZAF;1980;217000;0;0;6500;50000;0;0;0;273538.5
ZAF;1990;30000;0;0;2510;1300;0;0;0;36463.4
ZAF;2000;1500000;0;0;11811.6;10115;0;100;0;1524409.2
ZAF;2010;345000;200;0;34438.5;1974.4;0;0;0;382622.7
ZAF;2020;4000000;0;0;45544;40,733,333;0;0;0;4051988.8
KOR;1950;0;0;0;0;0;0;0;0;0
KOR;1960;280000;0;0;68016.8;16353;0;0;0;377659.6
KOR;1970;0;0;0;88550;4155;0;0;0;125488.9
KOR;1980;0;0;0;35098.4;17702.1;400;0;0;68639.3
KOR;1990;0;0;0;24566.1;2564;167.5;0;0;44440.4
KOR;2000;0;0;0;33783.1;15472.5;0;380;0;52135
KOR;2010;0;3480;0;2900;13092.8;0;300;0;20002.3
KOR;2020;0;0;0;8800;13,333,333;0;0;0;22621
SSD;1950;0;0;0;0;0;0;0;0;0
SSD;1960;0;0;0;0;0;0;0;0;0
SSD;1970;0;0;0;0;0;0;0;0;0
SSD;1980;0;0;0;0;0;0;0;0;0
SSD;1990;0;0;0;0;0;0;0;0;0
SSD;2000;430000;0;0;9279.1;0;0;0;0;439279.1
SSD;2010;360000;0;0;198480;0;0;0;0;558481.2
SSD;2020;6000;0;0;959000;0;0;0;0;965000
ESP;1950;0;0;0;0;0;0;0;0;7
ESP;1960;0;0;0;0;0;0;0;0;0
ESP;1970;0;0;0;0;0;0;0;0;5
ESP;1980;0;0;0;72860;6000;0;30;0;79656
ESP;1990;600000;0;0;440;35;0;1710;0;602208.9
ESP;2000;0;0;0;673;0;0;150;0;863.1
ESP;2010;0;0;0;743;32;0;150;0;2459.4
ESP;2020;0;0;113;83,333,336;6,666,667;0;11,666,666;0;42,126,665
LKA;1950;0;0;0;0;25000;0;0;0;25000
LKA;1960;0;0;0;129934.7;28000;0;0;0;177934.7
LKA;1970;25000;0;0;200;100000;0;0;0;125700
LKA;1980;500600;0;0;169948.5;800;0;0;0;755448.5
LKA;1990;0;0;0;151929.5;0;13;0;0;332586.6
LKA;2000;100000;51613;0;377590.5;42500;0;0;0;628037.3
LKA;2010;472209.1;0;0;478694.9;19847.8;146.7;0;0;1084287.1
LKA;2020;0;0;0;184542;81,056,665;0;0;0;192653.33
SDN;1950;0;0;0;0;0;0;0;0;0
SDN;1960;0;0;0;0;0;0;0;0;0
SDN;1970;0;0;0;24500;0;0;0;0;24500
SDN;1980;1185000;0;0;160200;0;0;0;0;1448200
SDN;1990;1136000;800;0;128800.6;0;0;0;0;1287722.1
SDN;2000;0;0;0;131545.5;0;0;0;0;152662.6
SDN;2010;400000;0;0;150583.8;0;0;0;0;566348.9
SDN;2020;0;0;0;509000;53,333,335;0;0;0;514393.34
SUR;1950;0;0;0;0;0;0;0;0;0
SUR;1960;0;0;0;460;0;0;0;0;460
SUR;1970;0;0;0;0;0;0;0;0;0
SUR;1980;0;0;0;0;0;0;0;0;0
SUR;1990;0;0;0;0;0;0;0;0;0
SUR;2000;0;0;0;3154.8;0;0;0;0;3154.8
SUR;2010;0;0;0;0;0;0;0;0;0
SUR;2020;0;0;0;63,666,665;0;0;0;0;63,666,665
SWE;1950;0;0;0;0;0;0;0;0;0
SWE;1960;0;0;0;0;0;0;0;0;0
SWE;1970;0;0;0;0;0;0;0;0;5
SWE;1980;0;0;0;0;0;0;0;0;0
SWE;1990;0;0;0;0;0;0;0;0;0
