iso_code;year;nopif_drought;nopif_earthquakes;nopif_volcanic_activity;nopif_floods;nopif_storms;nopif_landslides;nopif_wildfires;nopif_extreme_temperatures
GLP;2020;0;0;0;0;0;0;0;0
GUM;1950;0;0;0;0;0;0;0;0
GUM;1960;0;0;0;0;0;0;0;0
GUM;1970;0;0;0;0;0;0;0;0
GUM;1980;0;0;0;0;0;0;0;0
GUM;1990;0;7;0;0;56;0;0;0
GUM;2000;0;0;0;0;0;0;0;0
GUM;2010;0;0;0;0;0;0;0;0
GUM;2020;0;0;0;0;0;0;0;0
GTM;1950;0;0;0;0;0;0;0;0
GTM;1960;0;0;0;0;0;0;0;0
GTM;1970;0;7704;0;0;0;0;0;0
GTM;1980;0;0;4;27;0;0;0;0
GTM;1990;0;13;0;6;0;1;0;0
GTM;2000;0;0;0;4;40;5;0;0
GTM;2010;0;51;3;2;26;8;0;0
GTM;2020;0;1;0;2;14;0;0;0
GIN;1950;0;0;0;0;0;0;0;0
GIN;1960;0;0;0;0;0;0;0;0
GIN;1970;0;0;0;0;0;0;0;0
GIN;1980;0;144;0;0;0;0;0;0
GIN;1990;0;0;0;0;0;0;0;0
GIN;2000;0;0;0;0;0;0;0;0
GIN;2010;0;0;0;5;0;1;0;0
GIN;2020;0;0;0;9;0;0;0;0
GNB;1950;0;0;0;0;0;0;0;0
GNB;1960;0;0;0;0;0;0;0;0
GNB;1970;0;0;0;0;0;0;0;0
GNB;1980;0;0;0;0;0;0;0;0
GNB;1990;0;0;0;0;0;0;0;0
GNB;2000;0;0;0;0;0;0;0;0
GNB;2010;0;0;0;0;0;0;0;0
GNB;2020;0;0;0;0;0;0;0;0
GUY;1950;0;0;0;0;0;0;0;0
GUY;1960;0;0;0;0;0;0;0;0
GUY;1970;0;0;0;0;0;0;0;0
GUY;1980;0;0;0;0;0;0;0;0
GUY;1990;0;0;0;0;0;0;0;0
GUY;2000;0;0;0;0;0;0;0;0
GUY;2010;0;0;0;0;0;0;0;0
GUY;2020;0;0;0;0;0;0;0;0
HTI;1950;0;0;0;0;0;0;0;0
HTI;1960;0;0;0;0;88;0;0;0
HTI;1970;0;0;0;0;0;0;0;0
HTI;1980;0;0;0;81;0;6;0;0
HTI;1990;0;0;0;0;3;0;0;0
HTI;2000;0;0;0;35;291;0;0;0
HTI;2010;0;30042;0;769;56;0;0;0
HTI;2020;0;4272;0;0;1;0;0;0
HND;1950;0;0;0;0;0;0;0;0
HND;1960;0;0;0;0;0;0;0;0
HND;1970;0;0;0;0;0;0;0;0
HND;1980;0;0;0;0;1;0;0;0
HND;1990;0;0;0;0;1202;0;0;0
HND;2000;0;15;0;1;0;0;0;0
HND;2010;0;0;0;1;0;0;0;0
HND;2020;0;0;0;0;0;0;1;0
HKG;1950;0;0;0;0;11;0;0;0
HKG;1960;0;0;0;7;52;1;0;0
HKG;1970;0;0;0;6;99;0;0;0
HKG;1980;0;0;0;1;66;12;0;1
HKG;1990;0;0;0;2;107;1;0;0
HKG;2000;0;0;0;0;29;0;0;0
HKG;2010;0;0;0;0;43;0;0;0
HKG;2020;0;0;0;0;12;0;0;0
HUN;1950;0;0;0;0;0;0;0;0
HUN;1960;0;0;0;0;0;0;0;0
HUN;1970;0;0;0;0;0;0;0;0
HUN;1980;0;0;0;0;0;0;0;0
HUN;1990;0;0;0;0;0;0;0;0
HUN;2000;0;0;0;0;30;0;0;50
HUN;2010;0;0;0;0;0;0;0;0
HUN;2020;0;0;0;0;0;0;0;0
ISL;1950;0;0;0;0;0;0;0;0
ISL;1960;0;0;0;0;0;0;0;0
ISL;1970;0;1;0;0;0;0;0;0
ISL;1980;0;0;0;0;0;0;0;0
ISL;1990;0;0;0;0;0;2;0;0
ISL;2000;0;0;0;0;0;0;0;0
ISL;2010;0;0;0;0;0;0;0;0
ISL;2020;0;0;0;0;0;0;0;0
IND;1950;0;22;0;0;0;0;0;0
IND;1960;0;227;0;0;0;0;0;0
IND;1970;0;20;0;100;120;1;0;0
IND;1980;0;394;0;2;239;0;0;20
IND;1990;0;3330;0;13;841;46;0;0
IND;2000;0;18035;0;42;534;6;0;5
IND;2010;0;115;0;586;100;1;0;45
IND;2020;0;3;0;432;184;4;0;0
IDN;1950;0;191;0;0;0;0;0;0
IDN;1960;0;32;206;10;0;0;0;0
IDN;1970;0;576;100;37;6;1;0;0
IDN;1980;0;103;0;10;12;2;0;0
IDN;1990;0;744;3;24988;0;1;8;0
IDN;2000;0;15146;11;130;0;39;40;0
IDN;2010;0;624;1459;450;10;20;0;0
IDN;2020;0;1107;48;34;7;5;0;0
IRN;1950;0;598;0;0;0;0;0;0
IRN;1960;0;745;0;7;0;0;0;0
IRN;1970;0;294;0;0;0;0;0;0
IRN;1980;0;438;0;0;0;0;0;0
IRN;1990;0;11286;0;18;9;4;0;0
IRN;2000;0;2804;0;42;1;0;0;0
IRN;2010;0;1556;0;128;0;0;0;0
IRN;2020;0;486;0;17;41;0;0;0
IRQ;1950;0;0;0;0;0;0;0;0
IRQ;1960;0;0;0;0;0;0;0;0
IRQ;1970;0;0;0;0;0;0;0;0
IRQ;1980;0;0;0;0;0;0;0;0
IRQ;1990;0;0;0;0;0;0;0;0
IRQ;2000;0;0;0;2;0;0;0;0
IRQ;2010;0;47;0;0;0;0;0;0
IRQ;2020;0;0;0;1;1667;0;0;0
IRL;1950;0;0;0;0;0;0;0;0
IRL;1960;0;0;0;0;0;0;0;0
IRL;1970;0;0;0;0;0;0;0;0
IRL;1980;0;0;0;0;0;0;0;0
IRL;1990;0;0;0;0;0;0;0;0
IRL;2000;0;0;0;0;0;0;0;0
IRL;2010;0;0;0;0;0;0;0;0
IRL;2020;0;0;0;0;0;0;0;0
IMN;1950;0;0;0;0;0;0;0;0
IMN;1960;0;0;0;0;0;0;0;0
IMN;1970;0;0;0;0;0;0;0;0
IMN;1980;0;0;0;0;0;0;0;0
IMN;1990;0;0;0;0;0;0;0;0
IMN;2000;0;0;0;0;0;0;0;0
IMN;2010;0;0;0;0;0;0;0;0
IMN;2020;0;0;0;0;0;0;0;0
ISR;1950;0;0;0;0;0;0;0;0
ISR;1960;0;0;0;0;0;0;0;0
ISR;1970;0;0;0;0;0;0;0;0
ISR;1980;0;0;0;0;0;0;0;0
ISR;1990;0;0;0;0;0;0;4;0
ISR;2000;0;0;0;0;0;0;0;0
ISR;2010;0;0;0;0;320;0;16;0
ISR;2020;0;0;0;0;0;0;0;0
ITA;1950;0;0;0;0;0;0;0;0
ITA;1960;0;56;0;0;0;0;0;0
ITA;1970;0;185;2;0;2;0;0;0
ITA;1980;0;812;0;3;0;19;2;0
ITA;1990;0;32;0;0;10;0;0;0
ITA;2000;0;104;0;18;0;1;0;0
ITA;2010;0;90;3;0;1;0;0;0
ITA;2020;0;0;0;0;12;1;0;0
JAM;1950;0;0;0;0;20;0;0;0
JAM;1960;0;0;0;0;0;0;0;0
JAM;1970;0;0;0;0;1;0;0;0
JAM;1980;0;0;0;0;1;0;0;0
JAM;1990;0;0;0;0;0;0;0;0
JAM;2000;0;0;0;0;1;0;0;0
JAM;2010;0;0;0;0;3;0;0;0
JAM;2020;0;0;0;0;0;0;0;0
JPN;1950;0;22;0;0;0;0;0;0
JPN;1960;0;66;0;3;132;0;0;0
JPN;1970;0;73;0;5;35;0;0;0
JPN;1980;0;34;0;35;103;9;0;0
JPN;1990;0;3730;2;14;300;9;0;0
JPN;2000;0;809;0;17;450;0;0;330
JPN;2010;0;975;7;18;1172;7;0;18191
JPN;2020;0;126;0;38;199;0;0;4767
JOR;1950;0;0;0;0;0;0;0;0
JOR;1960;0;0;0;9;0;0;0;0
JOR;1970;0;0;0;0;0;0;0;0
JOR;1980;0;0;0;3;0;0;0;0
JOR;1990;0;0;0;0;0;0;0;0
JOR;2000;0;0;0;0;23;0;0;1
JOR;2010;0;0;0;6;0;0;0;0
JOR;2020;0;0;0;0;0;0;0;0
KAZ;1950;0;0;0;0;0;0;0;0
KAZ;1960;0;0;0;0;0;0;0;0
KAZ;1970;0;0;0;0;0;0;0;0
KAZ;1980;0;0;0;0;0;0;0;0
KAZ;1990;0;0;0;0;0;0;0;0
KAZ;2000;0;63;0;0;0;0;0;1
KAZ;2010;0;0;0;71;0;0;0;0
KAZ;2020;0;0;0;0;0;0;0;0
KEN;1950;0;0;0;0;0;0;0;0
KEN;1960;0;0;0;0;0;0;0;0
KEN;1970;0;0;0;0;0;0;0;0
KEN;1980;0;0;0;0;0;0;0;0
KEN;1990;0;0;0;0;0;0;0;0
KEN;2000;0;0;0;1;0;3;0;0
KEN;2010;0;0;0;13;0;0;0;0
KEN;2020;0;0;0;0;0;0;0;0
KIR;1950;0;0;0;0;0;0;0;0
KIR;1960;0;0;0;0;0;0;0;0
KIR;1970;0;0;0;0;0;0;0;0
KIR;1980;0;0;0;0;0;0;0;0
KIR;1990;0;0;0;0;0;0;0;0
KIR;2000;0;0;0;0;0;0;0;0
KIR;2010;0;0;0;0;0;0;0;0
KIR;2020;0;0;0;0;0;0;0;0
KWT;1950;0;0;0;0;0;0;0;0
KWT;1960;0;0;0;0;0;0;0;0
KWT;1970;0;0;0;0;0;0;0;0
KWT;1980;0;0;0;0;0;0;0;0
KWT;1990;0;0;0;0;0;0;0;0
KWT;2000;0;0;0;0;0;0;0;0
KWT;2010;0;0;0;0;0;0;0;0
KWT;2020;0;0;0;0;0;0;0;0
KGZ;1950;0;0;0;0;0;0;0;0
KGZ;1960;0;0;0;0;0;0;0;0
KGZ;1970;0;0;0;0;0;0;0;0
KGZ;1980;0;0;0;0;0;0;0;0
KGZ;1990;0;10;0;0;0;0;0;0
KGZ;2000;0;14;0;0;0;2;0;0
KGZ;2010;0;0;0;0;0;0;0;5
KGZ;2020;0;0;0;0;0;0;0;0
LAO;1950;0;0;0;0;0;0;0;0
LAO;1960;0;0;0;0;0;0;0;0
LAO;1970;0;0;0;0;0;0;0;0
LAO;1980;0;0;0;0;0;0;0;0
LAO;1990;0;0;0;15;22;0;0;0
LAO;2000;0;0;0;0;9;0;0;0
LAO;2010;0;0;0;8;0;0;0;0
LAO;2020;0;0;0;1;0;0;0;0
LVA;1950;0;0;0;0;0;0;0;0
LVA;1960;0;0;0;0;0;0;0;0
LVA;1970;0;0;0;0;0;0;0;0
LVA;1980;0;0;0;0;0;0;0;0
LVA;1990;0;0;0;0;0;0;0;0
LVA;2000;0;0;0;0;0;0;0;0
LVA;2010;0;0;0;0;0;0;0;0
LVA;2020;0;0;0;0;0;0;0;0
LBN;1950;0;20;0;0;0;0;0;0
LBN;1960;0;0;0;0;0;0;0;0
LBN;1970;0;0;0;0;0;0;0;0
LBN;1980;0;0;0;0;0;0;0;0
LBN;1990;0;0;0;0;8;0;0;0
LBN;2000;0;0;0;0;0;0;2;0
LBN;2010;0;0;0;0;76;0;0;0
LBN;2020;0;0;0;0;0;0;0;0
LSO;1950;0;0;0;0;0;0;0;0
LSO;1960;0;0;0;0;0;0;0;0
LSO;1970;0;0;0;0;0;0;0;0
LSO;1980;0;0;0;0;0;0;0;0
LSO;1990;0;0;0;0;0;0;0;0
LSO;2000;0;0;0;0;0;0;0;0
LSO;2010;0;0;0;0;0;0;0;0
LSO;2020;0;0;0;0;0;0;0;0
LBR;1950;0;0;0;0;0;0;0;0
LBR;1960;0;0;0;0;0;0;0;0
LBR;1970;0;0;0;0;0;0;0;0
LBR;1980;0;0;0;0;0;0;0;0
LBR;1990;0;0;0;0;0;0;0;0
LBR;2000;0;0;0;0;0;0;0;0
LBR;2010;0;0;0;0;0;0;0;0
LBR;2020;0;0;0;0;0;0;0;0
LBY;1950;0;0;0;0;0;0;0;0
LBY;1960;0;38;0;0;0;0;0;0
LBY;1970;0;0;0;0;0;0;0;0
LBY;1980;0;0;0;0;0;0;0;0
LBY;1990;0;0;0;0;0;0;0;0
LBY;2000;0;0;0;0;0;0;0;0
LBY;2010;0;0;0;3;0;0;0;0
LBY;2020;0;0;0;0;0;0;0;0
LTU;1950;0;0;0;0;0;0;0;0
LTU;1960;0;0;0;0;0;0;0;0
LTU;1970;0;0;0;0;0;0;0;0
LTU;1980;0;0;0;0;0;0;0;0
LTU;1990;0;0;0;0;0;0;0;0
LTU;2000;0;0;0;0;0;0;0;0
LTU;2010;0;0;0;0;0;0;0;0
LTU;2020;0;0;0;0;0;0;0;0
LUX;1950;0;0;0;0;0;0;0;0
LUX;1960;0;0;0;0;0;0;0;0
LUX;1970;0;0;0;0;0;0;0;0
LUX;1980;0;0;0;0;0;0;0;0
LUX;1990;0;0;0;0;0;0;0;0
LUX;2000;0;0;0;0;0;0;0;0
LUX;2010;0;0;0;0;2;0;0;0
LUX;2020;0;0;0;0;0;0;0;0
MAC;1950;0;0;0;0;0;0;0;0
MAC;1960;0;0;0;0;0;0;0;0
MAC;1970;0;0;0;0;0;0;0;0
MAC;1980;0;0;0;0;0;0;0;0
MAC;1990;0;0;0;0;4;0;0;0
MAC;2000;0;0;0;0;0;0;0;0
MAC;2010;0;0;0;0;20;0;0;0
MAC;2020;0;0;0;0;0;0;0;0
MDG;1950;0;0;0;0;0;0;0;0
MDG;1960;0;0;0;0;4;0;0;0
MDG;1970;0;0;0;0;13;0;0;0
MDG;1980;0;0;0;0;64;0;0;0
MDG;1990;0;0;0;0;5;0;0;0
MDG;2000;0;0;0;2;288;0;0;0
MDG;2010;0;0;0;0;721;0;0;0
MDG;2020;0;0;0;1;0;0;0;0
MWI;1950;0;0;0;0;0;0;0;0
MWI;1960;0;0;0;0;0;0;0;0
MWI;1970;0;0;0;0;0;0;0;0
MWI;1980;0;10;0;0;0;0;0;0
MWI;1990;0;0;0;0;0;0;0;0
MWI;2000;0;19;0;0;1;0;0;0
MWI;2010;0;0;0;132;0;1;0;0
MWI;2020;0;0;0;0;86;0;0;0
MYS;1950;0;0;0;0;0;0;0;0
MYS;1960;0;0;0;0;0;0;0;0
MYS;1970;0;0;0;0;0;0;0;0
MYS;1980;0;0;0;0;0;0;0;0
MYS;1990;0;0;0;0;3;4;0;0
MYS;2000;0;77;0;0;0;0;0;0
MYS;2010;0;1;0;0;0;1;0;0
MYS;2020;0;0;0;1;0;0;0;0
MDV;1950;0;0;0;0;0;0;0;0
MDV;1960;0;0;0;0;0;0;0;0
MDV;1970;0;0;0;0;0;0;0;0
MDV;1980;0;0;0;0;0;0;0;0
MDV;1990;0;0;0;0;0;0;0;0
MDV;2000;0;221;0;0;0;0;0;0
MDV;2010;0;0;0;0;0;0;0;0
MDV;2020;0;0;0;0;0;0;0;0
MLI;1950;0;0;0;0;0;0;0;0
MLI;1960;0;0;0;0;0;0;0;0
MLI;1970;0;0;0;0;0;0;0;0
MLI;1980;0;0;0;0;0;0;0;0
MLI;1990;0;0;0;0;0;0;0;0
MLI;2000;0;0;0;5;0;0;0;0
MLI;2010;0;0;0;0;0;0;0;0
MLI;2020;0;0;0;4;0;0;0;0
MHL;1950;0;0;0;0;0;0;0;0
MHL;1960;0;0;0;0;0;0;0;0
MHL;1970;0;0;0;0;0;0;0;0
MHL;1980;0;0;0;0;0;0;0;0
MHL;1990;0;0;0;0;0;0;0;0
MHL;2000;0;0;0;0;0;0;0;0
MHL;2010;0;0;0;0;0;0;0;0
MHL;2020;0;0;0;0;0;0;0;0
MTQ;1950;0;0;0;0;0;0;0;0
MTQ;1960;0;0;0;0;0;0;0;0
MTQ;1970;0;0;0;0;0;0;0;0
MTQ;1980;0;0;0;0;0;0;0;0
MTQ;1990;0;0;0;0;1;0;0;0
MTQ;2000;0;10;0;0;1;0;0;0
MTQ;2010;0;0;0;0;0;0;0;0
MTQ;2020;0;0;0;0;0;0;0;0
MRT;1950;0;0;0;0;0;0;0;0
MRT;1960;0;0;0;0;0;0;0;0
MRT;1970;0;0;0;0;0;0;0;0
MRT;1980;0;0;0;0;0;0;0;0
MRT;1990;0;0;0;0;32;0;0;0
MRT;2000;0;0;0;2;0;0;0;0
MRT;2010;0;0;0;0;4;0;0;0
MRT;2020;0;0;0;0;0;0;0;0
MUS;1950;0;0;0;0;0;0;0;0
MUS;1960;0;0;0;0;2;0;0;0
MUS;1970;0;0;0;0;33;0;0;0
MUS;1980;0;0;0;0;51;0;0;0
MUS;1990;0;0;0;0;100;0;0;0
MUS;2000;0;0;0;0;5;0;0;0
MUS;2010;0;0;0;8;0;0;0;0
MUS;2020;0;0;0;0;0;0;0;0
MEX;1950;0;30;0;0;0;0;0;0
MEX;1960;0;50;0;0;7;0;0;0
MEX;1970;0;53;0;10;140;0;0;0
MEX;1980;0;3121;50;21;0;0;0;0
MEX;1990;0;54;0;26;28;0;0;0
MEX;2000;0;107;0;10;23;0;0;0
MEX;2010;0;650;0;0;59;0;0;0
MEX;2020;0;13;0;0;1;0;0;0
FSM;1950;0;0;0;0;0;0;0;0
FSM;1960;0;0;0;0;0;0;0;0
FSM;1970;0;0;0;0;0;0;0;0
FSM;1980;0;0;0;0;0;0;0;0
FSM;1990;0;0;0;0;0;0;0;0
FSM;2000;0;0;0;0;16;0;0;0
FSM;2010;0;0;0;0;0;0;0;0
FSM;2020;0;0;0;0;0;0;0;0
MDA;1950;0;0;0;0;0;0;0;0
MDA;1960;0;0;0;0;0;0;0;0
MDA;1970;0;0;0;0;0;0;0;0
MDA;1980;0;0;0;0;0;0;0;0
MDA;1990;0;0;0;0;8;0;0;0
MDA;2000;0;0;0;0;0;0;0;0
MDA;2010;0;0;0;0;0;0;0;0
MDA;2020;0;0;0;0;0;0;0;0
MNG;1950;0;0;0;0;0;0;0;0
MNG;1960;0;0;0;0;0;0;0;0
MNG;1970;0;0;0;0;0;0;0;0
MNG;1980;0;0;0;0;0;0;0;0
MNG;1990;0;0;0;0;0;0;6;0
MNG;2000;0;0;0;0;0;0;0;1
MNG;2010;0;0;0;0;0;0;0;0
MNG;2020;0;0;0;0;0;0;0;0
MNE;1950;0;0;0;0;0;0;0;0
MNE;1960;0;0;0;0;0;0;0;0
MNE;1970;0;0;0;0;0;0;0;0
MNE;1980;0;0;0;0;0;0;0;0
MNE;1990;0;0;0;0;0;0;0;0
MNE;2000;0;0;0;0;0;0;0;0
MNE;2010;0;0;0;0;0;0;0;0
MNE;2020;0;0;0;0;0;0;0;0
MSR;1950;0;0;0;0;0;0;0;0
MSR;1960;0;0;0;0;0;0;0;0
MSR;1970;0;0;0;0;0;0;0;0
MSR;1980;0;0;0;0;4;0;0;0
MSR;1990;0;0;0;0;0;0;0;0
MSR;2000;0;0;0;0;0;0;0;0
MSR;2010;0;0;0;0;0;0;0;0
MSR;2020;0;0;0;0;0;0;0;0
MAR;1950;0;0;0;0;0;0;0;0
MAR;1960;0;2500;0;1;0;0;0;0
MAR;1970;0;0;0;0;0;0;0;0
MAR;1980;0;0;0;0;0;0;0;0
MAR;1990;0;0;0;0;0;0;0;0
MAR;2000;0;93;0;4;0;0;0;0
MAR;2010;0;0;0;4;0;0;0;0
MAR;2020;0;0;0;3;0;0;0;0
MOZ;1950;0;0;0;0;0;0;0;0
MOZ;1960;0;0;0;0;0;0;0;0
MOZ;1970;0;0;0;0;5;0;0;0
MOZ;1980;0;0;0;0;0;0;0;0
MOZ;1990;0;0;0;0;200;0;0;0
MOZ;2000;0;4;0;2;12;0;2;0
MOZ;2010;0;0;0;14;195;0;0;0
MOZ;2020;0;0;0;0;110;0;0;0
MMR;1950;0;0;0;0;0;0;0;0
MMR;1960;0;0;0;0;20;0;0;0
MMR;1970;0;0;0;0;0;0;0;0
MMR;1980;0;0;0;0;0;0;0;0
MMR;1990;0;0;0;0;0;0;0;0
MMR;2000;0;0;0;11;2003;2;0;0
MMR;2010;0;36;0;0;9;6;0;0
MMR;2020;0;0;0;0;0;18;0;0
NAM;1950;0;0;0;0;0;0;0;0
NAM;1960;0;0;0;0;0;0;0;0
NAM;1970;0;0;0;0;0;0;0;0
NAM;1980;0;0;0;0;0;0;0;0
NAM;1990;0;0;0;0;0;0;0;0
NAM;2000;0;0;0;0;0;0;0;0
NAM;2010;0;0;0;0;0;0;0;0
NAM;2020;0;0;0;0;0;0;0;0
NPL;1950;0;0;0;0;0;0;0;0
NPL;1960;0;10;0;0;0;0;0;0
NPL;1970;0;0;0;5;0;0;0;0
NPL;1980;0;662;0;11;0;0;0;0
NPL;1990;0;6;0;50;2;2;0;0
NPL;2000;0;0;0;48;0;11;0;20
NPL;2010;0;2045;0;48;79;4;0;0
NPL;2020;0;3;0;130;10;0;0;0
NLD;1950;0;0;0;0;0;0;0;0
NLD;1960;0;0;0;0;0;0;0;0
NLD;1970;0;0;0;0;0;0;0;0
NLD;1980;0;0;0;0;0;0;0;0
NLD;1990;0;2;0;0;4;0;0;0
NLD;2000;0;0;0;0;0;0;0;0
NLD;2010;0;0;0;0;0;0;0;0
NLD;2020;0;0;0;0;1;0;0;0
NCL;1950;0;0;0;0;0;0;0;0
NCL;1960;0;0;0;0;0;0;0;0
NCL;1970;0;0;0;0;0;0;0;0
NCL;1980;0;0;0;0;0;0;0;0
NCL;1990;0;0;0;0;0;0;0;0
NCL;2000;0;0;0;0;10;0;0;0
NCL;2010;0;0;0;0;0;0;0;0
NCL;2020;0;0;0;0;0;0;0;0
NZL;1950;0;0;0;0;0;0;0;0
NZL;1960;0;1;0;0;0;0;0;0
NZL;1970;0;0;0;0;0;0;0;0
NZL;1980;0;3;0;0;0;0;0;0
NZL;1990;0;0;0;0;0;0;0;0
NZL;2000;0;0;0;0;0;0;0;0
NZL;2010;0;160;2;0;1;0;0;0
NZL;2020;0;0;0;0;0;0;0;0
NIC;1950;0;0;0;0;0;0;0;0
NIC;1960;0;0;0;0;0;0;0;0
NIC;1970;0;2000;0;0;5;0;0;0
NIC;1980;0;0;0;0;28;0;0;0
NIC;1990;0;49;8;0;23;0;0;0
NIC;2000;0;4;0;0;0;2;0;0
NIC;2010;0;27;0;2;0;0;0;0
NIC;2020;0;0;0;0;4;0;0;0
NER;1950;0;0;0;0;0;0;0;0
NER;1960;0;0;0;0;0;0;0;0
NER;1970;0;0;0;0;0;0;0;0
NER;1980;0;0;0;0;0;0;0;0
NER;1990;0;0;0;0;0;0;0;0
NER;2000;0;0;0;1;0;0;0;0
NER;2010;0;0;0;3;0;0;0;0
NER;2020;0;0;0;86;0;0;0;0
NGA;1950;0;0;0;0;0;0;0;0
NGA;1960;0;0;0;0;0;0;0;0
NGA;1970;0;0;0;0;0;0;0;0
NGA;1980;0;0;0;0;0;0;0;0
NGA;1990;0;0;0;0;0;0;0;0
NGA;2000;0;0;0;65;0;0;0;0
NGA;2010;0;0;0;269;1;0;0;0
NGA;2020;0;0;0;1108;0;0;0;0
NIU;1950;0;0;0;0;0;0;0;0
NIU;1960;0;0;0;0;0;0;0;0
NIU;1970;0;0;0;0;0;0;0;0
NIU;1980;0;0;0;0;0;0;0;0
NIU;1990;0;0;0;0;0;0;0;0
NIU;2000;0;0;0;0;0;0;0;0
NIU;2010;0;0;0;0;0;0;0;0
NIU;2020;0;0;0;0;0;0;0;0
PRK;1950;0;0;0;0;0;0;0;0
PRK;1960;0;0;0;0;0;0;0;0
PRK;1970;0;0;0;0;0;0;0;0
PRK;1980;0;0;0;7;0;0;0;0
PRK;1990;0;0;0;27;0;0;0;0
PRK;2000;0;0;0;126;18;0;0;0
PRK;2010;0;0;0;15;89;0;0;0
PRK;2020;0;0;0;0;0;0;0;0
MKD;1950;0;0;0;0;0;0;0;0
MKD;1960;0;0;0;0;0;0;0;0
MKD;1970;0;0;0;0;0;0;0;0
MKD;1980;0;0;0;0;0;0;0;0
MKD;1990;0;0;0;0;0;0;0;0
MKD;2000;0;0;0;0;0;0;0;0
MKD;2010;0;10;0;9;0;0;0;0
MKD;2020;0;0;0;0;0;0;0;0
MNP;1950;0;0;0;0;0;0;0;0
MNP;1960;0;0;0;0;0;0;0;0
MNP;1970;0;0;0;0;0;0;0;0
MNP;1980;0;0;0;0;0;0;0;0
MNP;1990;0;0;0;0;0;0;0;0
MNP;2000;0;0;0;0;0;0;0;0
MNP;2010;0;0;0;0;1;0;0;0
MNP;2020;0;0;0;0;0;0;0;0
NOR;1950;0;0;0;0;0;0;0;0
NOR;1960;0;0;0;0;0;0;0;0
NOR;1970;0;0;0;0;0;0;0;0
NOR;1980;0;0;0;0;0;0;0;0
NOR;1990;0;0;0;0;0;0;0;0
NOR;2000;0;0;0;0;10;0;0;0
NOR;2010;0;0;0;0;0;0;0;0
NOR;2020;0;0;0;0;0;3;0;0
OMN;1950;0;0;0;0;0;0;0;0
OMN;1960;0;0;0;0;0;0;0;0
OMN;1970;0;0;0;0;10;0;0;0
OMN;1980;0;0;0;0;0;0;0;0
OMN;1990;0;0;0;0;0;0;0;0
OMN;2000;0;0;0;0;3;0;0;0
OMN;2010;0;0;0;0;20;0;0;0
OMN;2020;0;0;0;0;0;0;0;0
PAK;1950;0;0;0;0;0;0;0;0
PAK;1960;0;0;0;0;0;0;0;0
PAK;1970;0;1500;0;0;0;0;0;0
PAK;1980;0;206;0;0;87;10;0;0
PAK;1990;0;108;0;12;24;1;0;0
PAK;2000;0;12890;0;196;7;2;0;32
PAK;2010;0;344;0;987;52;8;0;0
PAK;2020;0;100;0;4406;44;0;1;0
PLW;1950;0;0;0;0;0;0;0;0
PLW;1960;0;0;0;0;0;0;0;0
PLW;1970;0;0;0;0;0;0;0;0
PLW;1980;0;0;0;0;0;0;0;0
PLW;1990;0;0;0;0;0;0;0;0
PLW;2000;0;0;0;0;0;0;0;0
PLW;2010;0;0;0;0;0;0;0;0
PLW;2020;0;0;0;0;0;0;0;0
PSE;1950;0;0;0;0;0;0;0;0
PSE;1960;0;0;0;0;0;0;0;0
PSE;1970;0;0;0;0;0;0;0;0
PSE;1980;0;0;0;0;0;0;0;0
PSE;1990;0;0;0;0;0;0;0;0
PSE;2000;0;0;0;0;0;0;0;0
PSE;2010;0;0;0;0;10;0;0;0
PSE;2020;0;0;0;0;0;0;0;0
PAN;1950;0;0;0;0;0;0;0;0
PAN;1960;0;0;0;0;2;0;0;0
PAN;1970;0;0;0;50;0;0;0;0
PAN;1980;0;0;0;0;0;0;0;0
PAN;1990;0;60;0;6;5;0;0;0
PAN;2000;0;8;0;1;0;0;0;0
PAN;2010;0;0;0;33;0;0;0;0
PAN;2020;0;0;0;0;0;0;0;0
PNG;1950;0;0;0;0;0;0;0;0
PNG;1960;0;0;0;0;0;0;0;0
PNG;1970;0;2;0;0;0;0;0;0
PNG;1980;0;0;0;0;0;0;0;0
PNG;1990;0;87;3;0;4;1;0;0
PNG;2000;0;7;0;0;0;3;0;0
PNG;2010;0;30;0;0;0;0;0;0
PNG;2020;0;8;0;0;0;0;0;0
PRY;1950;0;0;0;0;0;0;0;0
PRY;1960;0;0;0;0;0;0;0;0
PRY;1970;0;0;0;0;0;0;0;0
PRY;1980;0;0;0;0;0;0;0;0
PRY;1990;0;0;0;0;8;0;0;0
PRY;2000;0;0;0;0;0;0;0;0
PRY;2010;0;0;0;0;13;0;0;0
PRY;2020;0;0;0;0;0;0;0;0
PER;1950;0;22;0;0;0;0;0;0
PER;1960;0;204;0;30;0;0;0;0
PER;1970;0;14700;0;5;0;0;0;0
PER;1980;0;30;0;52;0;7;0;0
PER;1990;0;228;0;133;73;1;0;0
PER;2000;0;416;0;48;0;3;0;182426
PER;2010;0;52;0;116;0;8;0;0
PER;2020;0;242;0;8;0;4;0;0
PHL;1950;0;210;0;0;45;0;0;0
PHL;1960;0;26;79;0;142;0;0;0
PHL;1970;0;664;0;0;684;1;0;0
PHL;1980;0;20;0;37;635;21;0;0
PHL;1990;0;375;20;14;861;2;0;0
PHL;2000;0;10;0;12;673;19;0;0
PHL;2010;0;359;0;29;4144;4;0;0
PHL;2020;0;153;0;0;754;4;0;0
POL;1950;0;0;0;0;0;0;0;0
POL;1960;0;0;0;0;0;0;0;0
